SEASON,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,NBA_FANTASY_PTS,DD2,TD3,TEAM_COUNT,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,PACE,PIE,POSS
2025-26,1642854,Asa Newell,1610612737,ATL,20.0,44,11.36155303030303,2.0681818181818183,3.840909090909091,0.6590909090909091,1.7045454545454546,0.36363636363636365,0.6590909090909091,1.0,1.1818181818181819,2.1818181818181817,0.5909090909090909,0.5227272727272727,0.36363636363636365,0.3409090909090909,0.3181818181818182,1.4772727272727273,0.7272727272727273,5.159090909090909,10.254545454545454,0.045454545454545456,0.0,1,0.072,1.13,11.4,0.078,0.106,0.091,10.0,0.624,0.624,0.16,105.72,0.074,25.0
2025-26,1641709,Ausar Thompson,1610612765,DET,23.0,73,25.967260273972602,4.1506849315068495,7.904109589041096,0.0821917808219178,0.3287671232876712,1.4931506849315068,2.6164383561643834,2.0547945205479454,3.671232876712329,5.726027397260274,3.1232876712328768,1.5068493150684932,2.0,0.9452054794520548,0.5753424657534246,2.712328767123288,2.095890410958904,9.876712328767123,28.761643835616436,0.0410958904109589,0.0,1,0.155,2.07,22.8,0.08,0.135,0.108,11.0,0.53,0.545,0.168,100.86,0.101,54.178082191780824
2025-26,1630559,Austin Reaves,1610612747,LAL,28.0,51,34.5421568627451,7.313725490196078,14.941176470588236,2.3137254901960786,6.431372549019608,6.333333333333333,7.2745098039215685,0.6470588235294118,4.0588235294117645,4.705882352941177,5.490196078431373,2.9607843137254903,1.0980392156862746,0.39215686274509803,0.7254901960784313,2.156862745098039,5.352941176470588,23.274509803921568,38.666666666666664,0.11764705882352941,0.0,1,0.237,1.85,20.9,0.02,0.117,0.071,11.3,0.567,0.641,0.258,100.41,0.137,72.23529411764706
2025-26,1630245,Ayo Dosunmu,1610612750,MIN,26.0,69,27.26149758454106,5.594202898550725,10.826086956521738,1.7826086956521738,4.057971014492754,1.8405797101449275,2.101449275362319,0.6811594202898551,2.753623188405797,3.4347826086956523,3.608695652173913,1.391304347826087,0.8405797101449275,0.2608695652173913,0.8405797101449275,1.8840579710144927,1.4782608695652173,14.81159420289855,26.259420289855075,0.028985507246376812,0.014492753623188406,2,0.202,2.59,21.7,0.024,0.093,0.059,8.4,0.599,0.63,0.197,103.16,0.114,58.55072463768116
2025-26,1628389,Bam Adebayo,1610612748,MIA,28.0,73,32.39294520547945,6.931506849315069,15.684931506849315,1.7397260273972603,5.47945205479452,4.506849315068493,5.794520547945205,2.041095890410959,7.986301369863014,10.027397260273972,3.1780821917808217,1.643835616438356,1.178082191780822,0.6712328767123288,0.5068493150684932,1.6712328767123288,4.616438356164384,20.10958904109589,40.81369863013699,0.4794520547945205,0.0,1,0.142,1.93,13.8,0.059,0.236,0.146,7.1,0.497,0.551,0.248,103.89,0.138,70.23287671232876
2025-26,1631248,Baylor Scheierman,1610612738,BOS,25.0,77,18.562380952380952,1.9610389610389611,4.324675324675325,1.2597402597402598,3.155844155844156,0.36363636363636365,0.4025974025974026,0.7402597402597403,2.7532467532467533,3.4935064935064934,1.5064935064935066,0.5974025974025974,0.5454545454545454,0.07792207792207792,0.05194805194805195,1.4025974025974026,0.935064935064935,5.545454545454546,13.27012987012987,0.05194805194805195,0.0,1,0.108,2.52,22.8,0.038,0.138,0.089,9.0,0.599,0.616,0.117,96.77,0.085,37.36363636363637
2025-26,1642879,Ben Saraf,1610612751,BKN,20.0,44,20.82541666666667,2.727272727272727,6.886363636363637,0.4318181818181818,2.0454545454545454,1.6590909090909092,2.0,0.45454545454545453,1.6363636363636365,2.090909090909091,3.2954545454545454,2.25,0.8636363636363636,0.18181818181818182,1.0909090909090908,1.8409090909090908,1.5909090909090908,7.545454545454546,15.884090909090908,0.0,0.0,1,0.244,1.46,24.7,0.021,0.085,0.052,16.9,0.427,0.486,0.202,100.13,0.06,43.45454545454545
2025-26,1641767,Ben Sheppard,1610612754,IND,24.0,65,21.39194871794872,2.5846153846153848,5.953846153846154,1.2923076923076924,3.5692307692307694,0.6,0.7846153846153846,0.6615384615384615,2.3384615384615386,3.0,1.7538461538461538,0.6307692307692307,0.6,0.09230769230769231,0.38461538461538464,1.7538461538461538,0.676923076923077,7.061538461538461,14.738461538461538,0.0,0.0,1,0.112,2.78,20.2,0.028,0.106,0.065,7.3,0.543,0.561,0.131,104.23,0.066,46.44615384615385
2025-26,1631097,Bennedict Mathurin,1610612746,LAC,24.0,54,30.00027777777778,5.388888888888889,12.537037037037036,1.3888888888888888,4.407407407407407,5.407407407407407,6.222222222222222,1.0185185185185186,4.407407407407407,5.425925925925926,2.388888888888889,2.185185185185185,0.7962962962962963,0.24074074074074073,0.5925925925925926,2.537037037037037,4.425925925925926,17.574074074074073,28.59444444444444,0.05555555555555555,0.0,2,0.123,1.09,12.1,0.034,0.142,0.088,11.0,0.485,0.575,0.246,101.15,0.105,63.111111111111114
2025-26,1643016,Bez Mbeng,1610612762,UTA,23.0,15,32.812333333333335,3.3333333333333335,6.666666666666667,0.4,2.066666666666667,1.0666666666666667,1.6666666666666667,1.2,2.6,3.8,4.133333333333334,1.4666666666666666,2.2666666666666666,0.3333333333333333,0.3333333333333333,3.066666666666667,1.8666666666666667,8.133333333333333,25.226666666666667,0.06666666666666667,0.06666666666666667,1,0.158,2.82,31.8,0.032,0.078,0.054,11.3,0.53,0.55,0.106,107.42,0.06,73.33333333333333
2025-26,1641731,Bilal Coulibaly,1610612764,WAS,21.0,56,26.207232142857144,4.107142857142857,9.660714285714286,1.1607142857142858,3.642857142857143,2.357142857142857,3.1607142857142856,0.8571428571428571,3.482142857142857,4.339285714285714,2.5892857142857144,1.4464285714285714,1.3392857142857142,0.9642857142857143,0.5535714285714286,2.3214285714285716,2.357142857142857,11.732142857142858,26.287499999999998,0.0,0.0,1,0.137,1.79,17.1,0.03,0.128,0.077,9.6,0.485,0.531,0.193,104.43,0.082,56.964285714285715
2025-26,202687,Bismack Biyombo,1610612759,SAS,33.0,25,5.654133333333333,0.36,0.6,0.0,0.0,0.2,0.28,0.2,0.84,1.04,0.2,0.32,0.16,0.08,0.08,1.08,0.32,0.92,2.8680000000000003,0.0,0.0,1,0.056,0.63,16.1,0.04,0.156,0.1,25.8,0.6,0.636,0.082,99.67,0.024,11.68
2025-26,1642396,Blake Hinson,1610612762,UTA,26.0,14,20.38809523809524,4.214285714285714,8.214285714285714,2.642857142857143,5.642857142857143,0.8571428571428571,1.1428571428571428,0.7857142857142857,1.5714285714285714,2.357142857142857,1.1428571428571428,0.35714285714285715,0.35714285714285715,0.14285714285714285,0.2857142857142857,1.7142857142857142,1.0,11.928571428571429,17.614285714285714,0.0,0.0,1,0.077,3.2,11.3,0.035,0.071,0.053,3.5,0.674,0.684,0.175,104.01,0.101,44.285714285714285
2025-26,1631104,Blake Wesley,1610612757,POR,23.0,31,11.639301075268817,1.8064516129032258,4.0,0.3225806451612903,1.1612903225806452,0.8387096774193549,1.5161290322580645,0.25806451612903225,1.0,1.2580645161290323,2.0,1.0,0.5161290322580645,0.16129032258064516,0.3225806451612903,1.096774193548387,1.4193548387096775,4.774193548387097,10.316129032258065,0.0,0.0,1,0.254,2.0,26.3,0.02,0.087,0.052,13.1,0.492,0.511,0.189,105.83,0.075,25.516129032258064
2025-26,1626171,Bobby Portis Jr.,1610612749,MIL,31.0,67,24.168855721393033,5.462686567164179,11.194029850746269,2.014925373134328,4.417910447761194,0.7164179104477612,1.0149253731343284,1.328358208955224,5.059701492537314,6.388059701492537,1.5671641791044777,0.9850746268656716,0.6119402985074627,0.1791044776119403,0.3283582089552239,1.6417910447761195,1.0149253731343284,13.656716417910447,25.061194029850746,0.16417910447761194,0.0,1,0.103,1.59,11.1,0.055,0.198,0.129,6.9,0.578,0.587,0.225,98.78,0.122,49.791044776119406
